id,tweet_url,created_at,user_screen_name,text,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
916501798126542848,https://twitter.com/psiphyr/status/916501798126542848,Sat Oct 07 03:13:51 +0000 2017,psiphyr,"May his ass burn with the fire of a thousand suns.

But I suspect he's adverse to pain, so it would be Ol`El`paso,… https://t.co/OzzoglQoDF",,,,https://twitter.com/i/web/status/916501798126542848,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2175922248,Tue Nov 05 11:49:43 +0000 2013,False,"Zero Tolerance for Asshats - Tech/CyberSec -
Dreamer of Worst Case Scenarios -
Collector of Watchlist Memberships -
My opinion is my own; you're welcome to it",29202,682,376,43,"Maine, USA",Ben Weston,33969,Eastern Time (US & Canada),,False
916508111955005440,https://twitter.com/RepSharonPace/status/916508111955005440,Sat Oct 07 03:38:56 +0000 2017,RepSharonPace,Court again sides with unions in `right to work' dispute https://t.co/KwDmM7oR9f,,,,http://www.stltoday.com/news/local/govt-and-politics/court-again-sides-with-unions-in-right-to-work-dispute/article_2fd1ddcb-a18f-56c3-b2eb-9cd271ed4e60.html,0,,,,en,,False,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2405044915,Sat Mar 22 20:58:07 +0000 2014,False,,696,234,155,17,,Sharon Pace,710,Eastern Time (US & Canada),,False
916583530175565824,https://twitter.com/BestIdeaEver0/status/916583530175565824,Sat Oct 07 08:38:37 +0000 2017,BestIdeaEver0,@BBCNews @hendopolis No politician is`In Power`. They just fill an office at best. Politics only controls those tha… https://t.co/mkeHsuKNOf,,,,https://twitter.com/i/web/status/916583530175565824,0,BBCNews,916400781716320256,612473,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",332347236,Sat Jul 09 16:56:17 +0000 2011,False,,1564,54,34,18,,a,11587,Pacific Time (US & Canada),,False
916601046620876800,https://twitter.com/mlnangalama/status/916601046620876800,Sat Oct 07 09:48:13 +0000 2017,mlnangalama,SputnikInt: Report reveals possible aftermath of hypothetical #NorthKorea`s nuclear attack https://t.co/ig8HmpDqC3 https://t.co/o2W0WskXSy,,NorthKorea,,http://ift.tt/2xozUAr https://twitter.com/i/web/status/916599760085282816,0,,,,en,,False,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",578353910,Sat May 12 20:03:03 +0000 2012,False,"Geek, BigData, Editor, Blogger, CAJ member. All sins are mine.  http://perilofafrica.com http://nangalama.blogspot.com
http://changeofGuards.blogspot.com",1573,2304,1573,242,"New Brunswick, Canada",MarthaLeah Nangalama,329902,Eastern Time (US & Canada),,False
916615862257311744,https://twitter.com/foolforwoo/status/916615862257311744,Sat Oct 07 10:47:06 +0000 2017,foolforwoo,seventeen just landed in korea(´◠ω◠`) i know the feeling of going back to your hometown. it feels like you are back… https://t.co/D1PSxZxSLi,,,,https://twitter.com/i/web/status/916615862257311744,0,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",838737979258482689,Mon Mar 06 13:08:12 +0000 2017,False,what a beautiful day 🌤 #원우,21631,283,236,5,,bridge saw svt,16540,Pacific Time (US & Canada),,False
916658739071119361,https://twitter.com/AP_Politics/status/916658739071119361,Sat Oct 07 13:37:28 +0000 2017,AP_Politics,Trump reaches out to Democrats in bid for `great' health law: https://t.co/aDsIlA9LT2,,,,http://apne.ws/QxE8oEU,0,,,,en,,False,0,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",426802833,Fri Dec 02 18:26:10 +0000 2011,False,"Highlights from AP's coverage of U.S. politics and government in words, photos and video. Managed by the Washington bureau. http://apne.ws/1n6XgyB",6,289074,618,4734,"Washington, D.C.",AP Politics,61761,Central Time (US & Canada),,True
916718008399224832,https://twitter.com/SLATER589/status/916718008399224832,Sat Oct 07 17:32:59 +0000 2017,SLATER589,@HelpfulOlive @Bonn1eGreer that`s rather unfair on us who did not vote to leave or vote Trump are we not suffering enough,,,,,0,HelpfulOlive,915926979232374784,839481499040813060,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",418616273,Tue Nov 22 11:30:37 +0000 2011,False,"currently resting career wise ,but politically active, currently in chesterfield, ex derby,",12230,126,86,3,chesterfield,john slater,10901,Pacific Time (US & Canada),,False
916743603594153984,https://twitter.com/gossipnob/status/916743603594153984,Sat Oct 07 19:14:42 +0000 2017,gossipnob,Watch The Amazing Moment as Alex Iwobi`s Goal Sends Nigeria To Russia https://t.co/9p3iLuJVvP https://t.co/vn4qRLChZg,,,https://twitter.com/gossipnob/status/916743603594153984/photo/1,http://www.gossipnob.com/watch-amazing-moment-alex-iwobis-goal-sends-nigeria-russia/,0,,,,en,,False,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",4529452997,Fri Dec 18 23:20:03 +0000 2015,False,A leading source of global news and information.,45,1067,1903,7,"Lagos, Nigeria",GossipNob.com,2676,Pacific Time (US & Canada),,False
916743909715431429,https://twitter.com/itz_jaymulla/status/916743909715431429,Sat Oct 07 19:15:55 +0000 2017,itz_jaymulla,TRUMP - IT`S THE CALM BEFORE THE STORM | TRUMP STORM https://t.co/GMcP163LV9 via @YouTube,,,,https://youtu.be/5s1WPV90YrE,0,,,,en,,True,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",286923381,Sun Apr 24 00:03:59 +0000 2011,False,We are all here for some special reason. Stop being a prisoner of you past. Become the architect of your future.Believe in yourself...I AM THE MASTER PIECE,21,636,2166,3,LASGIDI,JξRRY BξRRY WξSLξξ™,4437,Central Time (US & Canada),,False
916749245436149761,https://twitter.com/gossipnob/status/916749245436149761,Sat Oct 07 19:37:07 +0000 2017,gossipnob,Watch The Amazing Moment as Alex Iwobi`s Goal Sends Nigeria To Russia https://t.co/7fL6frGwsg https://t.co/ZPT5QYTIul,,,https://twitter.com/gossipnob/status/916749245436149761/photo/1,http://dlvr.it/Pt3W5b,0,,,,en,,False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",4529452997,Fri Dec 18 23:20:03 +0000 2015,False,A leading source of global news and information.,45,1066,1903,7,"Lagos, Nigeria",GossipNob.com,2677,Pacific Time (US & Canada),,False
916751389585440768,https://twitter.com/PDBeat/status/916751389585440768,Sat Oct 07 19:45:38 +0000 2017,PDBeat,"```
Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid...",,,,,0,,,,en,,,0,,,"<a href=""http://www.pdbeat.com/home"" rel=""nofollow"">PD Beat Live Feed</a>",887678392514039811,Wed Jul 19 14:19:55 +0000 2017,False,"Website that brings you the best of the political twitterverse, without having to search through its vastness for useful news. DM's are open.",8,22,684,0,"Washington, DC",The PD Beat,347,Eastern Time (US & Canada),,False
916773151840899074,https://twitter.com/Driscol/status/916773151840899074,Sat Oct 07 21:12:06 +0000 2017,Driscol,I liked a @YouTube video https://t.co/UUH1h7deuy TRUMP - IT`S THE CALM BEFORE THE STORM | TRUMP STORM,,,,http://youtu.be/5s1WPV90YrE?a,0,,,,en,,False,0,,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",16443013,Wed Sep 24 23:30:58 +0000 2008,False,KU Grad. Tell em' the truth and they call you a traitor. Talk to em' honestly and they call you a hater.,31,285,415,12,Kansas,Matt Navarro,9643,Central Time (US & Canada),,False
916804813882576897,https://twitter.com/surelyverily/status/916804813882576897,Sat Oct 07 23:17:55 +0000 2017,surelyverily,"DJT`s accusers backed out of accusations when it became apparent their ``stories`` lacked truth, evidence, or witne… https://t.co/uI0AxjM43g",,,,https://twitter.com/i/web/status/916804813882576897,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",31244338,Tue Apr 14 22:14:29 +0000 2009,False,"Q: Why are u so suspicious?
A: Shall I answer alphabetically or chronologically? (Sherlock Holmes)",16737,309,366,14,Toronto,🇨🇦Wonttakethechip💉,13248,Pacific Time (US & Canada),,False
916810426972803075,https://twitter.com/EINRussiaNews/status/916810426972803075,Sat Oct 07 23:40:13 +0000 2017,EINRussiaNews,Trump Rattles Saber at North Korea: `One Thing Will Work' (1) https://t.co/jX6A7I31NG #Russia,,Russia,,http://s.einnews.com/rf9j6j84Zu,0,,,,en,,False,0,,,"<a href=""http://www.einnews.com"" rel=""nofollow"">EIN News Publisher</a>",166530562,Wed Jul 14 11:24:41 +0000 2010,False,Latest Russian news for global professionals & analysts. Russia News Service is a media monitoring service provided by EIN News.,0,2254,12,149,"Washington, D.C.",RUSSIA NEWS SERVICE,129157,Eastern Time (US & Canada),,False
916836236739846145,https://twitter.com/Grampuseelfry_E/status/916836236739846145,Sun Oct 08 01:22:47 +0000 2017,Grampuseelfry_E,@stop_madness5 I quit paying attention to rhetoric He Trump always has been an eccentric enemy of fatter cats. He`s… https://t.co/5uRJaozztT,,,,https://twitter.com/i/web/status/916836236739846145,0,stop_madness5,916648320881299456,17697644,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",776854582110457856,Fri Sep 16 18:45:40 +0000 2016,False,🌶️🔥😍 N Murica!,43,69,253,8,"California, USA",Linwood Howell,12341,Pacific Time (US & Canada),,False
916867715352100864,https://twitter.com/d_fu66/status/916867715352100864,Sun Oct 08 03:27:52 +0000 2017,d_fu66,"@Exposingfrauds7 Who and where are the ""conservatives who are against Trump""`? Sounds like another fringe group to me.",,,,,0,Exposingfrauds7,916861096048381952,2801961216,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",700459702572945408,Thu Feb 18 23:19:41 +0000 2016,False,,42711,136,329,2,D,dfu,14150,Pacific Time (US & Canada),,False
916868196430356480,https://twitter.com/BjayukCat/status/916868196430356480,Sun Oct 08 03:29:47 +0000 2017,BjayukCat,"Losses at Donald Trump's Scotland resorts doubled in the last year, via @nzherald https://t.co/Wl7mcZrYD5  SCOTLAND DON`T WANT TRUMP.",,,,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=11930821,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",778671480078872576,Wed Sep 21 19:05:22 +0000 2016,False,"U.K. Outback Australia..now N Z  I look for kindness, sharing, compassion, truth...it is so easy, and I promise it will make your day full of Sunshine.NO LISTS",5161,2321,1685,10,New Zealand,john titchener,16232,Pacific Time (US & Canada),,False
916958572805869568,https://twitter.com/CostnerArek/status/916958572805869568,Sun Oct 08 09:28:54 +0000 2017,CostnerArek,"@BBCWorld BBC`s #FakeNews ""infected by a 'culture of repudiation' by which the Western inheritance is systematicall… https://t.co/4VUn2llqOn",,FakeNews,,https://twitter.com/i/web/status/916958572805869568,0,BBCWorld,916687615100882945,742143,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4083578122,Sat Oct 31 15:52:51 +0000 2015,False,,2814,61,20,0,,Stary dziad,3289,Pacific Time (US & Canada),,False
917010837285556224,https://twitter.com/LaurieAsseo/status/917010837285556224,Sun Oct 08 12:56:35 +0000 2017,LaurieAsseo,Trump's Iran Gambit Is Said to Keep `Worst Deal Ever' Intact https://t.co/KBjG2hX2r2 @nwadhams @steventdennis,,,,https://www.bloomberg.com/news/articles/2017-10-08/trump-s-iran-gambit-is-said-to-keep-worst-deal-ever-intact,0,,,,en,,False,0,,,"<a href=""http://www.bloomberg.com/"" rel=""nofollow"">The Bloomberg Terminal</a>",235307346,Fri Jan 07 21:30:05 +0000 2011,False,"I edit Congress, Supreme Court for Bloomberg News",0,159,113,17,Washington D.C.,Laurie Asseo,1009,Central Time (US & Canada),,False
917057733945384960,https://twitter.com/kandibar2011/status/917057733945384960,Sun Oct 08 16:02:56 +0000 2017,kandibar2011,"Steve Bannon`s Prognosis: If President Trump Does This, He Is Done !! https://t.co/6xkT2qaZ5z",,,,https://www.conspatriot.com/2017/10/08/steven-bannon-warns-president-trump-gun-control/#.WdpMLE-hdug.twitter,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",244720550,Sun Jan 30 00:09:38 +0000 2011,False,"I'm a  Christian Constitutional Conservative. Sales & Marketing Manager, Artist, Mom of 3 . ❤️God Family,  Music , Harley's, Football, Politics 🇺🇸 Freedom",1083,134,339,3,"Wisconsin, USA",kandi  collins,1981,Central Time (US & Canada),,False
917058827958222853,https://twitter.com/Newsofthehour1/status/917058827958222853,Sun Oct 08 16:07:17 +0000 2017,Newsofthehour1,Trump Says Tennessee’s Corker `Didn’t Have the Guts to Run’  https://t.co/maOSMoMvZc,,,,http://newsofthehour.co.uk/trump-says-tennessees-corker-didnt-have-the-guts-to-run/,0,,,,en,,False,0,,,"<a href=""http://newsofthehour.co.uk"" rel=""nofollow"">twitternewsofthehour</a>",804345530478448640,Thu Dec 01 15:24:53 +0000 2016,False,Latest news as its coming. News from World's best sources.,3678,3352,2083,9,"Nottingham, England",Newsofthehour,175189,Pacific Time (US & Canada),,False
917066938031001601,https://twitter.com/Newsofthehour1/status/917066938031001601,Sun Oct 08 16:39:30 +0000 2017,Newsofthehour1,Trump Rant Leads Corker to Call White House a `Day Care Center’  https://t.co/ntqxjoec9y,,,,http://newsofthehour.co.uk/trump-rant-leads-corker-to-call-white-house-a-day-care-center/,0,,,,en,,False,0,,,"<a href=""http://newsofthehour.co.uk"" rel=""nofollow"">twitternewsofthehour</a>",804345530478448640,Thu Dec 01 15:24:53 +0000 2016,False,Latest news as its coming. News from World's best sources.,3678,3353,2083,10,"Nottingham, England",Newsofthehour,175197,Pacific Time (US & Canada),,False
917068014201311233,https://twitter.com/jjs92285/status/917068014201311233,Sun Oct 08 16:43:47 +0000 2017,jjs92285,"Once again clarifying for the ACLU sheeple...
Not PAYING for employee`s birth control ≠ DENYING an employee birth c… https://t.co/8aMXHxzwbp",,,,https://twitter.com/i/web/status/917068014201311233,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1944541326,Mon Oct 07 16:17:17 +0000 2013,False,"Proud parent, Constitutional Conservative, #Federalist
#ProgRock #STLCards #STLBlues #Mizzou Retweets ≠ endorsements.  #HoldTrumpAccountable !",29981,1264,1658,80,Illinois,Jorj X McKie,75639,Central Time (US & Canada),,False
917068253876359168,https://twitter.com/iamrobertaustin/status/917068253876359168,Sun Oct 08 16:44:44 +0000 2017,iamrobertaustin,#PresidentTrump should just FIRE all those #HillaryClinton so-called investigators.He knows it`s a #conspiracy agai… https://t.co/bjmp1Ds2Ux,,PresidentTrump HillaryClinton conspiracy,,https://twitter.com/i/web/status/917068253876359168,0,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",748867309440233472,Fri Jul 01 13:14:14 +0000 2016,False,Social media manager.Hollywood writer and Rock`N`Roll historian.I am a poker shark.Suave investor.I know many celebrities.They also know me.Florida beach lover.,633,11773,1835,46,"Port St Lucie, FL",Robert Austin,2066,Pacific Time (US & Canada),,False
917069066346647552,https://twitter.com/AFTvitaliy/status/917069066346647552,Sun Oct 08 16:47:58 +0000 2017,AFTvitaliy,Trump Rant Leads Corker to Call White House a `Day Care Center’ https://t.co/IHG1FA4pl3,,,,http://truckingnews.us/trump-rant-leads-corker-to-call-white-house-a-day-care-center/,0,,,,en,,False,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",575910168,Thu May 10 01:30:36 +0000 2012,False,"American Freight Trucking, Inc. - #Utah based freight transportation company (801) 448-6363 http://AmericanFreightTrucking.com",537,2790,154,67,"Salt Lake City, Utah",AmericanFreightTruck,30822,Mountain Time (US & Canada),,False
917069953764818944,https://twitter.com/iTruck_NEWS/status/917069953764818944,Sun Oct 08 16:51:29 +0000 2017,iTruck_NEWS,Trump Rant Leads Corker to Call White House a `Day Care Center’ https://t.co/JfTUR8iPec,,,,http://bit.ly/2z7y6sw,0,,,,en,,False,0,,,"<a href=""http://www.itruck.news"" rel=""nofollow"">iTruck News</a>",1158286658,Thu Feb 07 21:12:25 +0000 2013,False,"http://iTRUCK.NEWS everything news, training, and entertainment for a trucker's mobile lifestyle in one convenient place.",693,4215,1787,153,"Chattanooga, TN",iTruck NEWS,544801,Eastern Time (US & Canada),,False
917078399063007232,https://twitter.com/GetTheDailyDirt/status/917078399063007232,Sun Oct 08 17:25:03 +0000 2017,GetTheDailyDirt,Trump Rant Leads Corker to Call White House a `Day Care Center' https://t.co/kIoilWGXSh #Politics,,Politics,,http://dlvr.it/PtCwmw,0,,,,en,,False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",333128997,Mon Jul 11 01:24:48 +0000 2011,False,Daily political news reports.,157,2224,3704,57,"Greenwich, CT",Brian Harrod,53781,Eastern Time (US & Canada),,False
917081223255646209,https://twitter.com/temasls/status/917081223255646209,Sun Oct 08 17:36:16 +0000 2017,temasls,"@realDonaldTrump clearly is trying to destroy the US from the inside. Corker Calls White House a `Day Care Center'
https://t.co/CaWImaSlIv",,,,https://www.bloomberg.com/politics/articles/2017-10-08/trump-says-tennessee-s-corker-didn-t-have-the-guts-to-run,0,realDonaldTrump,,25073877,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",15830809,Wed Aug 13 01:00:52 +0000 2008,False,"Film obsessed lover of gardens, galleries & gastronomy. I run @WomenNMedia https://www.facebook.com/WomenNMediaLA/Speaking engagements: WomenNMedia@gmail.com",4349,19734,892,315,"Los Angeles, CA",temasls,22745,Pacific Time (US & Canada),,False
917083603347140613,https://twitter.com/twoshedsjohnny/status/917083603347140613,Sun Oct 08 17:45:44 +0000 2017,twoshedsjohnny,"@thehill Get ready for Trump tweet,,
, ` Many people say,, crowd were heartbroken `.",,,,,0,thehill,917082431445970944,1917731,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",386650174,Fri Oct 07 17:06:23 +0000 2011,False,"Lost faith in MOST UK Politicians. . but..If I can cause a smile,,,its worth it.
 & on the bright side.,,, ..Lover of good Soul music such as,, see pinned vid",2553,64,81,0,,tyketyke,4919,Pacific Time (US & Canada),,False
917085883760873472,https://twitter.com/USGovReport/status/917085883760873472,Sun Oct 08 17:54:47 +0000 2017,USGovReport,Trump Rant Leads Corker to Call White House a `Day Care Center' https://t.co/EwsBnX3wP7 #politics #trump #usa #news #breaking,,politics trump usa news breaking,,http://us-gov.blogspot.com/2017/10/trump-rant-leads-corker-to-call-white.html,0,,,,en,,False,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",759414372984721408,Sat Jul 30 15:44:30 +0000 2016,False,"Breaking news on U.S. politics and President Donald Trump aggregated from various sources. US Government Report, Politics Journal, DV Politics via @Dvolatility.",1,688,17,55,United States,US Government Report,138491,Eastern Time (US & Canada),,False
917093948593762304,https://twitter.com/Newsofthehour1/status/917093948593762304,Sun Oct 08 18:26:50 +0000 2017,Newsofthehour1,Corker Calls White House `Day Care Center’ After Trump Rant  https://t.co/ZZIMtoqTJr,,,,http://newsofthehour.co.uk/corker-calls-white-house-day-care-center-after-trump-rant/,0,,,,en,,False,0,,,"<a href=""http://newsofthehour.co.uk"" rel=""nofollow"">twitternewsofthehour</a>",804345530478448640,Thu Dec 01 15:24:53 +0000 2016,False,Latest news as its coming. News from World's best sources.,3678,3347,2083,9,"Nottingham, England",Newsofthehour,175236,Pacific Time (US & Canada),,False
